Batch Size,Learning Rate,Validation Energy Loss,Achieved in Block
32,0.001,0.05059997737407684,2
32,0.0001,0.05008767172694206,1
32,1e-05,0.04885352402925491,11
32,1e-06,0.04892035946249962,20
32,1e-07,0.05075614154338837,15
64,0.001,0.05022662878036499,1
64,0.0001,0.048395443707704544,2
64,1e-05,0.047399137169122696,7
64,1e-06,0.050536904484033585,20
64,1e-07,0.05192386731505394,20
128,0.001,0.05060140788555145,3
128,0.0001,0.048498429358005524,2
128,1e-05,0.048474594950675964,11
128,1e-06,0.051068685948848724,20
128,1e-07,0.05404543876647949,20
256,0.001,0.0475282184779644,1
256,0.0001,0.04990419000387192,2
256,1e-05,0.04937462508678436,18
256,1e-06,0.05029497295618057,20
256,1e-07,0.05232945829629898,18
512,0.001,0.04891170933842659,3
512,0.0001,0.04885108023881912,3
512,1e-05,0.04878871887922287,20
512,1e-06,0.05297071114182472,20
512,1e-07,0.05431933328509331,20
