Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.001,25,2000,12,False,True,0.2062760442495346,7
512,0.001,25,4000,12,False,True,0.20441320538520813,8
512,0.001,25,6000,12,False,True,0.20454351603984833,2
