Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.2495320439338684,3
512,0.001,100,100,2,True,False,0.24349215626716614,3
