Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.03668203949928284,5
50,750,10,0.035575173795223236,6
50,750,14,0.03611823916435242,7
50,1000,8,0.03644011542201042,7
50,1000,10,0.03631174936890602,9
50,1000,14,0.03671978414058685,7
100,750,8,0.03704821690917015,2
100,750,10,0.035339608788490295,5
100,750,14,0.03626152500510216,5
100,1000,8,0.03667539358139038,6
100,1000,10,0.03578558191657066,6
100,1000,14,0.03524754196405411,9
