Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.24964512884616852,5
512,0.001,100,100,2,True,False,0.237916499376297,5
