Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.03620583936572075,6
50,750,10,0.036784667521715164,6
50,750,14,0.03694959729909897,8
50,1000,8,0.0359940305352211,4
50,1000,10,0.035660743713378906,9
50,1000,14,0.03620237112045288,7
100,750,8,0.03691709786653519,5
100,750,10,0.035697538405656815,4
100,750,14,0.03542660176753998,4
100,1000,8,0.036029838025569916,9
100,1000,10,0.036321572959423065,7
100,1000,14,0.03528429940342903,6
