Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.03567004203796387,8
50,750,10,0.03603356331586838,8
50,750,14,0.03628751263022423,9
50,1000,8,0.035264745354652405,10
50,1000,10,0.03614475578069687,8
50,1000,14,0.0349583774805069,10
100,750,8,0.03579461947083473,5
100,750,10,0.03604874014854431,9
100,750,14,0.0357370525598526,6
100,1000,8,0.035957712680101395,10
100,1000,10,0.035475954413414,6
100,1000,14,0.03588861599564552,7
