Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.24046486616134644,7
512,0.001,100,100,2,True,False,0.23987701535224915,4
