Epochs,Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Median Validation ES
100,256,0.001,100,1000,14,True,False,0.0396762415766716
100,256,0.001,100,1000,16,True,False,0.03762366622686386
100,256,0.001,150,1000,14,True,False,0.03688909858465195
100,256,0.001,150,1000,16,True,False,0.03804491460323334
