value,params_add_bn,params_hidden_dim,params_noise_dim,params_num_layer,params_resblock
0.0362092815339565,True,100,1000,14,False
0.0363030433654785,True,100,1000,14,False
0.0366062447428703,True,100,1000,14,False
0.0369625315070152,True,150,1000,14,False
0.0371614433825016,True,50,1000,14,False
