Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.2427554577589035,6
512,0.001,100,100,2,True,False,0.2410503476858139,3
