value,params_add_bn,params_hidden_dim,params_noise_dim,params_num_layer,params_resblock
0.0349794141948223,True,100,1000,10,False
0.0350070931017398,True,50,750,10,False
0.035052090883255,True,100,1000,14,False
0.0351189784705638,True,100,1000,10,False
0.035310011357069,True,50,750,8,False
