value,params_add_bn,params_hidden_dim,params_noise_dim,params_num_layer,params_resblock
0.0351971201598644,True,100,500,8,False
0.0352967530488967,True,50,500,8,False
0.0354220904409885,True,100,500,8,False
0.035526655614376,True,100,500,8,False
0.0355416610836982,True,100,500,8,False
