Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.03672126680612564,10
50,750,10,0.035355567932128906,10
50,750,14,0.036534905433654785,4
50,1000,8,0.03602558374404907,6
50,1000,10,0.03550740331411362,8
50,1000,14,0.036054328083992004,3
100,750,8,0.0363800935447216,7
100,750,10,0.035802073776721954,6
100,750,14,0.036549292504787445,9
100,1000,8,0.036416374146938324,6
100,1000,10,0.03526671975851059,8
100,1000,14,0.036216720938682556,4
