Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.036190181970596313,8
50,750,10,0.03614206239581108,5
50,750,14,0.03607238456606865,8
50,1000,8,0.03644252568483353,7
50,1000,10,0.03595583885908127,6
50,1000,14,0.035792455077171326,7
100,750,8,0.03666532784700394,4
100,750,10,0.03531896695494652,5
100,750,14,0.03543448448181152,7
100,1000,8,0.03639619052410126,5
100,1000,10,0.035023659467697144,7
100,1000,14,0.035879623144865036,10
