Batch Size,Learning Rate,Validation Energy Loss,Achieved in Block
32,0.001,0.04789482057094574,1
32,0.0001,0.047446802258491516,1
32,1e-05,0.0486934669315815,8
32,1e-06,0.04947394132614136,19
32,1e-07,0.05205245688557625,20
64,0.001,0.048573918640613556,1
64,0.0001,0.04825958237051964,2
64,1e-05,0.05052525922656059,12
64,1e-06,0.050346437841653824,15
64,1e-07,0.05326789617538452,17
128,0.001,0.048732541501522064,1
128,0.0001,0.049256760627031326,1
128,1e-05,0.04856898635625839,9
128,1e-06,0.050767701119184494,17
128,1e-07,0.05238553509116173,20
256,0.001,0.048202551901340485,1
256,0.0001,0.0483502633869648,3
256,1e-05,0.04797806590795517,19
256,1e-06,0.0517909936606884,20
256,1e-07,0.05348290503025055,18
512,0.001,0.0476674921810627,2
512,0.0001,0.04913444444537163,2
512,1e-05,0.04916853457689285,20
512,1e-06,0.05212393030524254,20
512,1e-07,0.05345390364527702,20
