Batch Size,LR,Hidden Dim,Noise Dim,Num Layer,Add BN,Resblock,Median ES,Mean ES,Min ES,Max ES,Max Blocks
512,0.01,100,100,2,True,False,0.2440968751907348,0.24511009752750393,0.2382574528455734,0.2531582117080688,10
512,0.001,100,100,2,True,False,0.2422371357679367,0.24147454301516216,0.2373047173023224,0.2450229525566101,6
