Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.0356910303235054,7
50,750,10,0.036613836884498596,10
50,750,14,0.035908665508031845,10
50,1000,8,0.0360947921872139,8
50,1000,10,0.036005452275276184,9
50,1000,14,0.03568078577518463,4
100,750,8,0.034681905061006546,9
100,750,10,0.036068614572286606,5
100,750,14,0.03546471893787384,6
100,1000,8,0.035900797694921494,6
100,1000,10,0.03572164475917816,7
100,1000,14,0.03629307448863983,3
