value,params_add_bn,params_hidden_dim,params_noise_dim,params_num_layer,params_resblock
0.2061198502779007,False,50,1000,12,True
0.2061209976673126,False,50,1000,14,True
0.2062187790870666,False,50,1000,12,True
0.2062912732362747,False,50,1000,12,True
0.2063704878091812,False,50,1000,12,True
0.2063710242509842,False,50,1000,12,True
0.2064504623413086,False,50,1000,12,True
0.2064927071332931,False,50,1000,12,True
0.2065187990665435,False,50,1000,12,True
0.206539511680603,False,50,1000,12,True
