Hidden Dim,Noise Dim,Number Layer,Validation Energy Loss,Achieved in Block
50,750,8,0.03547738865017891,10
50,750,10,0.03612538427114487,5
50,750,14,0.03594747930765152,6
50,1000,8,0.03626023232936859,4
50,1000,10,0.03503116965293884,10
50,1000,14,0.036226022988557816,6
100,750,8,0.03629380837082863,7
100,750,10,0.035202622413635254,6
100,750,14,0.035594742745161057,6
100,1000,8,0.03519756346940994,9
100,1000,10,0.03588607907295227,8
100,1000,14,0.0350387841463089,9
