Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.24111047387123108,7
512,0.001,100,100,2,True,False,0.2385229915380478,5
