,Baseline Model ES,Refit Model ES,Ablation Refit Model ES
158,0.022893793090820316,0.022896265228271484,0.02314637359619141
159,0.0320197338256836,0.032857308593749995,0.03268840551757813
160,0.01605424182128907,0.01674201635742188,0.016466467407226567
161,0.03204624337768555,0.030946922790527343,0.03193719540405274
162,0.04861401806640626,0.047616173645019536,0.04838572497558594
163,0.037036504394531246,0.03508101177978516,0.03457170678710937
164,0.01588022192382813,0.015787922485351567,0.015815357238769534
165,0.0506595263671875,0.051663149291992186,0.05194646032714844
166,0.04181321746826172,0.04159794091796874,0.041801276550292976
167,0.04272018841552735,0.041729356140136724,0.0416346109008789
168,0.021175222534179687,0.020855426025390623,0.020706020324707034
169,0.026077770568847657,0.026042133605957033,0.02623946405029297
170,0.018858172210693358,0.018531582733154296,0.01845900164794922
171,0.01747595690917969,0.017508843933105474,0.017513093994140624
172,0.01608885708618164,0.01599062957763672,0.015908964355468753
173,0.019587644927978518,0.019261513916015625,0.019235057525634765
174,0.024918792724609375,0.024800342773437498,0.02421109924316406
175,0.01505582336425781,0.015253720581054692,0.015197239440917974
176,0.037585923217773445,0.03654752276611328,0.03751903872680664
177,0.02241780117797852,0.022426085998535156,0.023680709320068362
178,0.020052590454101567,0.019692854125976565,0.019622053955078125
179,0.019934876495361332,0.019554161804199218,0.02003534588623047
180,0.02505924566650391,0.0251132919921875,0.024750713684082035
181,0.047295930664062506,0.04428138415527344,0.046221175964355474
182,0.04801187646484375,0.047772548217773436,0.047080440185546885
183,0.02862900271606445,0.028782647583007814,0.02844831890869141
184,0.040110761474609374,0.039435681884765636,0.040043942016601566
185,0.015939614959716797,0.015396537719726565,0.015416203430175784
186,0.03966526336669922,0.04029551037597656,0.038874037719726556
187,0.025861376739501955,0.02547674984741211,0.026242441864013675
188,0.027075316436767582,0.026754633880615233,0.027226157348632814
189,0.05109037255859375,0.05328602642822266,0.05416622924804687
190,0.013891232818603515,0.013440215911865235,0.013597226806640626
191,0.03187703134155273,0.03215923391723633,0.03245661688232422
192,0.021042927978515626,0.021295620910644533,0.020766034912109377
193,0.019070895690917973,0.020259117126464842,0.01996565866088867
194,0.07749972772216797,0.0774473656616211,0.07640943225097657
195,0.04154316259765625,0.04142146594238281,0.04187689221191406
196,0.041609001159667966,0.042229362426757816,0.04162750427246093
197,0.021399214477539067,0.021779019287109378,0.021353614440917972
198,0.028436675903320316,0.028221721435546878,0.02825065020751953
199,0.03530246185302734,0.03559732843017578,0.03534404431152344
200,0.02195259680175781,0.022051783905029296,0.02254793017578125
201,0.04061916711425781,0.04021408197021484,0.04043622076416016
202,0.09892991149902344,0.09962687170410156,0.10039716479492188
203,0.027916243560791015,0.0271141630859375,0.027858209075927738
204,0.06227576385498047,0.06232708319091798,0.06171676306152345
205,0.04987984033203126,0.050826154113769534,0.05017539599609376
206,0.02460638690185547,0.024605141845703126,0.024370770904541015
207,0.020324917602539065,0.019998492248535154,0.019564380615234377
208,0.02743372415161133,0.02771317111206055,0.026947526062011718
209,0.027865779235839844,0.027673261749267576,0.02777048162841797
210,0.03514444052124023,0.035535369567871095,0.035083496246337886
211,0.019937553100585943,0.019480778869628908,0.01980741537475586
212,0.018782073486328123,0.01883901550292969,0.018617052001953127
213,0.015370551055908205,0.015535694458007815,0.015493163940429686
214,0.03302503274536133,0.03323917651367188,0.03345625067138672
215,0.017535920837402342,0.017566652221679687,0.017053935028076173
216,0.016030441986083988,0.015607442993164064,0.01581577996826172
