,Baseline Model VS,Refit Model VS,Ablation Refit Model VS
75,0.4409169852733612,0.4365639090538025,0.42405110597610474
76,0.15936046838760376,0.16294176876544952,0.15975427627563477
77,0.14686033129692078,0.14537987112998962,0.14355047047138214
78,0.10824945569038391,0.10750414431095123,0.11256653070449829
79,0.1333378404378891,0.13548076152801514,0.13805818557739258
80,0.11487124860286713,0.11227013170719147,0.12293508648872375
81,0.12130960077047348,0.11735637485980988,0.12107522040605545
82,0.13704675436019897,0.1331225484609604,0.1338731050491333
83,0.3890405297279358,0.39471131563186646,0.38139209151268005
84,0.25072377920150757,0.24785573780536652,0.2496415227651596
85,0.10427995026111603,0.0980047732591629,0.1036229059100151
86,0.2059413641691208,0.20807956159114838,0.20436474680900574
87,0.21447408199310303,0.2067095786333084,0.2195068895816803
88,0.15275567770004272,0.15106050670146942,0.1478106528520584
89,0.10805278271436691,0.10967648029327393,0.1162671372294426
90,0.18015912175178528,0.18156951665878296,0.19275732338428497
91,0.18836034834384918,0.17972660064697266,0.19123923778533936
92,0.09979447722434998,0.10226594656705856,0.10065776109695435
93,0.14150190353393555,0.14474010467529297,0.13545456528663635
94,0.2636604905128479,0.26449117064476013,0.2642785310745239
95,0.16889245808124542,0.17476136982440948,0.16291654109954834
96,0.10943389683961868,0.10982469469308853,0.1079283282160759
97,0.26860544085502625,0.2640116512775421,0.2661896049976349
98,0.20610487461090088,0.19974114000797272,0.20705635845661163
99,0.14310899376869202,0.1372126191854477,0.14155831933021545
100,0.14943398535251617,0.148064523935318,0.14578582346439362
101,0.18434745073318481,0.18295732140541077,0.18355420231819153
102,0.11261754482984543,0.11715497076511383,0.1081399992108345
103,0.10658852756023407,0.11013007164001465,0.10982327908277512
104,0.14769971370697021,0.14349709451198578,0.14874567091464996
105,0.11766922473907471,0.12006502598524094,0.11607607454061508
106,0.12341319024562836,0.12314698845148087,0.11297019571065903
107,0.1660238802433014,0.1700025349855423,0.17168697714805603
108,0.2903273403644562,0.29266616702079773,0.3060191869735718
109,0.10884027928113937,0.10896535217761993,0.10654482990503311
110,0.15736396610736847,0.15553385019302368,0.16163109242916107
111,0.13738910853862762,0.13793030381202698,0.1345014125108719
112,0.14197894930839539,0.14493428170681,0.1425236165523529
113,0.17122316360473633,0.16666555404663086,0.16985400021076202
114,0.27788102626800537,0.2747696340084076,0.2872515022754669
115,0.23031917214393616,0.22826290130615234,0.23791339993476868
116,0.17211757600307465,0.18118183314800262,0.18055488169193268
117,0.20135276019573212,0.19761928915977478,0.19947931170463562
118,0.09803418070077896,0.09980364888906479,0.09578333795070648
119,0.10437373071908951,0.10553766787052155,0.10073962062597275
120,0.1078234314918518,0.10213486850261688,0.10820749402046204
121,0.15244868397712708,0.15411601960659027,0.15304510295391083
122,0.1315525770187378,0.12841282784938812,0.13120129704475403
123,0.14733533561229706,0.14722958207130432,0.14553327858448029
124,0.4394253194332123,0.42612871527671814,0.44180119037628174
125,0.5511778593063354,0.5600957274436951,0.5488190650939941
126,0.14708617329597473,0.14892026782035828,0.14837704598903656
127,0.17036275565624237,0.16778597235679626,0.16934610903263092
128,0.32770469784736633,0.3421684503555298,0.3232051134109497
129,0.16711993515491486,0.16710399091243744,0.1720140278339386
130,0.4162524938583374,0.4163728356361389,0.4181247055530548
131,0.15610887110233307,0.16395285725593567,0.16387224197387695
132,0.22868643701076508,0.23389825224876404,0.23235294222831726
133,0.3986806273460388,0.4011403024196625,0.40374472737312317
134,0.3216681182384491,0.3336538076400757,0.3262013792991638
135,0.09531226754188538,0.09808371216058731,0.09970448911190033
136,0.36983373761177063,0.37066450715065,0.36791446805000305
137,0.6310074329376221,0.6312949657440186,0.6166795492172241
138,0.20513831079006195,0.20198781788349152,0.2051907777786255
139,0.3940831422805786,0.3894709646701813,0.38686850666999817
140,0.16761916875839233,0.17000585794448853,0.16807842254638672
141,0.18765483796596527,0.18668897449970245,0.1910238265991211
142,0.12389172613620758,0.12026731669902802,0.11820212006568909
143,0.10847826302051544,0.10432383418083191,0.1036912277340889
144,0.11990132182836533,0.11707866191864014,0.11894222348928452
145,0.24606205523014069,0.24590441584587097,0.24123668670654297
146,0.11473104357719421,0.11517711728811264,0.11318375170230865
147,0.24694029986858368,0.2417680025100708,0.23944158852100372
148,0.11042743176221848,0.11097882688045502,0.11252075433731079
149,1.2030998468399048,1.2018332481384277,1.1737885475158691
150,0.752312421798706,0.7310512065887451,0.7299187183380127
151,0.17923764884471893,0.17566639184951782,0.1783110797405243
152,0.2018764764070511,0.19409248232841492,0.19485275447368622
153,0.28358155488967896,0.27541643381118774,0.2828506827354431
154,0.31384819746017456,0.31034770607948303,0.3137572109699249
155,0.22754880785942078,0.2230163961648941,0.22323039174079895
156,0.11148309707641602,0.112650066614151,0.11331392079591751
157,0.20199137926101685,0.20347468554973602,0.20261523127555847
158,0.12459389120340347,0.12222827225923538,0.12301567196846008
159,0.12168766558170319,0.12168017774820328,0.1213461384177208
160,0.11150428652763367,0.1113632395863533,0.1125531867146492
