Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.24796995520591736,6
512,0.001,100,100,2,True,False,0.23915162682533264,5
