Batch Size,LR,Hidden Dim,Noise Dim,Number Layer,Add BN,Resblock,Validation Energy Loss,Achieved in Block
512,0.01,100,100,2,True,False,0.23825745284557343,7
512,0.001,100,100,2,True,False,0.24333728849887848,6
