Batch Size,Learning Rate,Validation Energy Loss,Achieved in Block
32,0.001,0.04958850145339966,1
32,0.0001,0.04846243932843208,1
32,1e-05,0.048639532178640366,8
32,1e-06,0.04967484250664711,18
32,1e-07,0.050576336681842804,12
64,0.001,0.04930734634399414,3
64,0.0001,0.04905073344707489,2
64,1e-05,0.04933207109570503,7
64,1e-06,0.04968010634183884,20
64,1e-07,0.049900125712156296,17
128,0.001,0.0487678088247776,2
128,0.0001,0.047854065895080566,2
128,1e-05,0.04943845048546791,10
128,1e-06,0.05048683285713196,19
128,1e-07,0.05460585281252861,20
256,0.001,0.04775867983698845,2
256,0.0001,0.048650119453668594,2
256,1e-05,0.04974616318941116,14
256,1e-06,0.05171911045908928,18
256,1e-07,0.05431507155299187,20
512,0.001,0.04836324602365494,2
512,0.0001,0.049009770154953,4
512,1e-05,0.04941381514072418,11
512,1e-06,0.05384106561541557,20
512,1e-07,0.056781522929668427,20
