Epochs,Batch Size,LR,Hidden Dim,Noise Dim,Num Layer,Add BN,Resblock,Median ES,Mean ES,Min ES,Max ES
100,256,0.001,100,1000,14,True,False,0.0386788919568061,0.0389741609493891,0.0385673493146896,0.0396762415766716
100,256,0.001,100,1000,16,True,False,0.0376236662268638,0.03768612071871754,0.037119947373867,0.0383147485554218
100,256,0.001,150,1000,14,True,False,0.0384565480053424,0.03822766492764149,0.0368890985846519,0.0393373481929302
100,256,0.001,150,1000,16,True,False,0.037948727607727,0.037791001300017,0.0373793616890907,0.0380449146032333
